Username,Likes,Date,Text
Balkar Singh,7,2023-09-22T17:11:33Z,Don&#39;t underestimate this man bro
Prince Mishra,0,2023-09-22T17:11:06Z,"Baki baat ek taraf, pr nashe ke mamle me Punjab ki government responsible h,, parent&#39;s apni jaan de rhe pr apne bacho ki jaan nhi bacha paa rhe"
Ohi Muktsar Wala,1,2023-09-22T17:10:56Z,Respect ❤
FREEDOM Education,0,2023-09-22T17:10:56Z,Very nice
H_u_s _t _l_e_r,0,2023-09-22T17:09:29Z,Humble man ❤
Rohit Nahar,0,2023-09-22T17:09:20Z,चुटिया न्यूज़😂😂😂😂😂
Sangeeta Gwalvanshi,0,2023-09-22T17:08:59Z,👏👏👏👏👏
Er. Ezaz Siddique,0,2023-09-22T17:07:22Z,What a honest guy❤
Indian fitness club,0,2023-09-22T17:06:46Z,"I like this ❤<br>Aapka jo ye idea h pure studios me baith kar bat karna , <br>I love this ❤❤❤❤❤"
AWAARA,1,2023-09-22T17:06:22Z,Bai sab tu vdiya gal a hai ke tusi interview Punjabi ch Kari ❤❤
Dharampal Singh,8,2023-09-22T17:04:52Z,Pehla interview jo maine poora dekha ❤<br>I love this interview <br>Kaka 👍 pychology 👍 IQ 👍
Zakir ZONE ,0,2023-09-22T17:03:49Z,I love This interesting interview
Nikku Goyal,15,2023-09-22T17:03:49Z,So much love for Kaka....a genuine person ....loved d originality of thoughts ❤
Manas Jyoti Sarma,0,2023-09-22T17:03:23Z,I hope he is not Anti-hindu
Kv Singh,0,2023-09-22T17:02:25Z,"______❤⭐💥<br><i>____</i> @kaka <a href=""http://www.youtube.com/results?search_query=%23kaka"">#kaka</a>"
Arun Kumar,1,2023-09-22T17:02:01Z,"एक पंजाबी होने के नाते मुझे ये सबसे अच्छा इंटरव्यू लगा , खासकर काका ने जो जवाब दिया हमारी मां बोली पंजाबी में और किसी को भी उसे ट्रांसलेट करने की जरूरत नही पड़ी <br><br>❤❤❤❤ thanks सौरभ भाई"
ParMeetiRex,1,2023-09-22T17:01:47Z,बिल्ले तो सभी समझ रहे हैं पर पंगा तो बग्गे का है
Pooja,0,2023-09-22T17:01:14Z,Ye interview bhot acha tha    schi batau toh mujhe lga tha punjabi na aane k kaaran syd mein smj na paau pr kuch sbd hi itna impact daal rhe the ki ek do words smj na aane pr bhi i liked it too much love you too much sir ❣️❣️
Kv Singh,0,2023-09-22T17:00:57Z,______💫⭐♥️
Gagandeep,0,2023-09-22T17:00:05Z,Sidhu moose wala jaan saddi
Saiyad Sohail,1,2023-09-22T16:59:21Z,Very genuine guy.❤❤
Manoj Swami,1,2023-09-22T16:57:57Z,❤😊
jagsir Singh lehra,1,2023-09-22T16:57:50Z,ਕਾਕਾ kaka  ho gaei........
simranjeet singh,1,2023-09-22T16:55:54Z,Dallantop di bhen da fudda kregi
flipoor,12,2023-09-22T16:54:34Z,One of the few Punjabi singers who can sing without a computer
Shorts Max  Tv,0,2023-09-22T16:54:25Z,Kaka❤
Aman Agrahari,0,2023-09-22T16:54:00Z,"video nhi dikh rha hai <a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=11m49s"">11:49</a>"
Jagdipsinh,0,2023-09-22T16:53:54Z,Gaint Banda kaka vir
Rajveer Singh,0,2023-09-22T16:53:42Z,😂
SHashank THAKUR,0,2023-09-22T16:53:35Z,bhai dil s bola hai bhai n jo bhi bola
Pankaz barwan,0,2023-09-22T16:53:14Z,कुर्सी तो दे दो काका को भाई
Curtis Paul Singh,0,2023-09-22T16:52:41Z,Ghato ghat 22g nu kursii taa day denday baithan nu...
Hi buddy,0,2023-09-22T16:52:21Z,❤
Parvinder Singh,0,2023-09-22T16:51:55Z,ਬਹੁਤ ਵਧੀਆ ਲੱਗਿਆ
Anksatva Academy,0,2023-09-22T16:51:24Z,WOW man he is a fabulous person.
nanak singh,0,2023-09-22T16:51:09Z,Kaka bhai is a good singer
Praful Deore,0,2023-09-22T16:50:31Z,What outro man🤩🤩🤩🤩🤩🤩🤩🤩🤩
Shekhar Chhabra,0,2023-09-22T16:49:40Z,Kaka bai siraaa
BROWN MUNDE,0,2023-09-22T16:49:34Z,😂😂
Johnny,2,2023-09-22T16:49:09Z,"What an artist yaar , Kya Banda hai , Dekhle lagta hi nahi inke andar itna Sara Gyan aur philosophy Bharat hua hai !"
Shivam S,1,2023-09-22T16:49:05Z,Kaka is real legend ❤
Entertainment adda,1,2023-09-22T16:48:34Z,Guest ko kursi de diya kro <br>Bhaiya
AMAN YADAV,0,2023-09-22T16:48:29Z,Elvish yadav ko
SHITANSHU KUMAR,1,2023-09-22T16:48:29Z,Kaka ki simplicity❤❤<br>   Last wala anker v dil jit liya<br>      Mast episode ललालनवा
Shailesh BHU,0,2023-09-22T16:47:48Z,Jaani Saab को भी bula lo kabhi ❣️
Shashi art world,0,2023-09-22T16:47:13Z,Chaa gye guru 🙌🙌🙌🤗
Shashi art world,0,2023-09-22T16:47:08Z,Chaa gye guru 🙌🙌🙌🤗
Kahlon Saab,0,2023-09-22T16:47:05Z,Dil jit lya balyea punjabi bol ke burraa 😘😘
Amrit_official,0,2023-09-22T16:45:56Z,Jyd
punjab ale,0,2023-09-22T16:45:42Z,Kake nu bula lya yaar menu v bula lo kade🎉
Black,0,2023-09-22T16:42:19Z,I love kaka
amit katore,0,2023-09-22T16:42:03Z,Bohot Sundar ❤❤❤
Ransh Creation,1,2023-09-22T16:40:09Z,इतना मेहनती कलाकार को बुलाकर सब अपने काम मे लगे है। यही कोई सुपरस्टार या बड़ा पैसों वाला आ जाता है तो सब घेर के बैठ जाते हैं।
David Kumar,0,2023-09-22T16:38:46Z,Very beautiful voice ❤
interloper TV,0,2023-09-22T16:38:33Z,I watch full episode because kata 0% atitude
Rumi,1,2023-09-22T16:37:40Z,आज बहुत फनी माहौल है न्यूज़ रूम का ❤😂
5911 Kisaan Kranti,0,2023-09-22T16:37:35Z,❤❤❤🎉
AutoExplain,0,2023-09-22T16:37:02Z,❤❤❤❤❤ bhut badiyaa real interview.  from heart
Maan Brar,0,2023-09-22T16:36:56Z,Wah shera
Rana Sangatpuria,0,2023-09-22T16:36:09Z,Fuddu harkete😂😂😂😂
sp11,0,2023-09-22T16:35:45Z,❤❤❤❤
you tube,1,2023-09-22T16:34:59Z,Aujla ni aujla
Rumi,0,2023-09-22T16:34:51Z,फिर एक और कुड़ी देखी<br>पर नहीं टूटिया........😂
Kunal Sharma,0,2023-09-22T16:34:43Z,Pehli war kisi ne koi intellectual baat cheet ki dono aur se.
Surjeet Singh,0,2023-09-22T16:34:33Z,Good program thanks
Sagar prj,0,2023-09-22T16:34:24Z,The anime character on the T-Shirt is legendary character is ITACHI UCHIHA
De Facto truths,0,2023-09-22T16:33:13Z,KAKA is my favorite singer. ❤
AMMY,0,2023-09-22T16:31:29Z,Fresh voice
Krishan,0,2023-09-22T16:30:20Z,Kaka mast banda ha ❤❤❤❤
Kunal Sharma,0,2023-09-22T16:30:19Z,Bagha means very light brown or reddish white colour.and billi means    orange brownish eyes
Rahul kumar,0,2023-09-22T16:29:50Z,Kabhi South India me bhi interview lijiye
ajay123uk,1,2023-09-22T16:29:08Z,Billo bagge billiya di kya kregi  इस गाने को upsc मे एक सवाल की तरह जरूर डालना चाहिए 😅😅
RJ MOTO VLOG,0,2023-09-22T16:28:52Z,Yahi sab news ke liye Bane Ho bhaiya jee desh ka yuwa berojgar hai uspar banao
Prajapati Shivam,0,2023-09-22T16:27:56Z,Good singer with good heart
Bhaudip Ahir,0,2023-09-22T16:25:49Z,Munabhai M.B.B.S<br>Uske bad hema aayyi aoh ho ho ho
Abhishek Singh Tomar,0,2023-09-22T16:25:19Z,Achha khaasa dull din Jaa Raha tha ye video abhi dekha mazaa aagaya mood sahi hogaya
RSDIL,34,2023-09-22T16:23:16Z,Greatness ... in vocal..... in lyrics... and.... in nature......😇👌👌👌👏👏👏👏
latest viral videos,0,2023-09-22T16:23:01Z,Lallntop view game<br><br>Bage billiya to Teri Maa chudwayegi
Israr Khan,0,2023-09-22T16:23:00Z,coollip girne wali hai KAKE ki
Vaibhav,4,2023-09-22T16:22:58Z,non jatt punjabi singers compose the bestest music
jass,0,2023-09-22T16:22:56Z,❤
Mahesh Tripathi,0,2023-09-22T16:22:39Z,Awaz natural bhi achhi h autotone wale loduo se to kafi achha h
Vinit Rana,9,2023-09-22T16:21:57Z,Lallantop wasn&#39;t taking him seriously in starting but as he start answering questions।।। He is so mature
daredevil,0,2023-09-22T16:21:48Z,Very nice true Punjabi
Shruti_sings,0,2023-09-22T16:21:37Z,Jo Jo Manisha Rani ka interview dekhna chahta h ..like kro😊
saurabh ojha,0,2023-09-22T16:21:13Z,❤
Shruti_sings,0,2023-09-22T16:20:54Z,Bigboss fame Manisha Rani ka interview vdo v laie please 😊
Dhruvit Chauhan,0,2023-09-22T16:19:56Z,Ye awaaj har kisi ko naseeb nahi hota
daredevil,0,2023-09-22T16:19:38Z,Bagge bagge bille means:- sohne sohne bille munde (boys)
Prince Minhas,0,2023-09-22T16:18:59Z,Kaka bhaji di taraaaki dekh k khushi ho rhi hai ji 🔥
MITHUN,0,2023-09-22T16:18:12Z,Nice sir  next singer Raka ji ko bhi apne platform par bulaiye sir🙏👍👍
Thar_lover,0,2023-09-22T16:17:08Z,Koun koun aapni maa se bahut pyar karta hai ❤️🙏 support my channel 😢😢😢😢😢😢😢😢😢
Into the woods,0,2023-09-22T16:17:02Z,Man!!His personality 🔥🔥
soaib solanki,0,2023-09-22T16:16:35Z,😂 bhut hi mast episode
Kdr ke vlogs,0,2023-09-22T16:16:08Z,mein to ise aise gata hun...<br>bille bhag gye billiyon ka ki kregi...<br>bhag gay bhag gye billiyon ka ki kregi...😂
Simerjeet singh,1,2023-09-22T16:16:07Z,Godi media 😂😂
Arjun Kumar,1,2023-09-22T16:15:13Z,काका काका काका
Tanish Malani,0,2023-09-22T16:13:57Z,Kake yar hindi ta sikhla bhra
Preman S. Dheevar,0,2023-09-22T16:13:45Z,Sound gajab h bhari awaaz real great.
Babbu 22,0,2023-09-22T16:12:52Z,👌👌👌
MR INDIAN HACKER,0,2023-09-22T16:12:28Z,ये लोग तो पढाई मे भी अव्वल है great
Bloody Heaven,5,2023-09-22T16:12:00Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=52m54s"">52:54</a> Kaka getting inspiration for his next song😅"
PReeTi 🕉,2,2023-09-22T16:11:26Z,<b>Intro psnd nhi aaya sir...!!</b> 😣 Singer ko thodi tavajjo dijiye...unke lyrics logo k dilo pr raaj krte h or apko unko ek acha intro nhi de paaye..!
sadhana bodke,0,2023-09-22T16:08:40Z,Bhai hindi hota acha hota .. me kaka ka fan hu
Bal Dhillon,0,2023-09-22T16:07:58Z,Kaka best singer....
Prabhjot Singh,0,2023-09-22T16:05:13Z,Billo bagge billeaan da ki karegi... Matlab .. Gore rang ke ladko ka tu kya karegi...
Er. Ezaz Siddique,0,2023-09-22T16:05:03Z,Cudos . Aapne ase artists ko bulyaa punjab se...jo guns nd all culture ko follow nhi krta..
sohanपहाड़ी भुला🧔,0,2023-09-22T16:04:32Z,Neturl बंधा
harrie__003,0,2023-09-22T16:04:26Z,"<a href=""http://www.youtube.com/results?search_query=%23justiceforsidhumoosewala"">#justiceforsidhumoosewala</a>"
Dr.Raj Sahni,0,2023-09-22T16:04:15Z,MP Manoj jha ko bulaiye guest in the newsroom mai 😊
Techbro Sharma,0,2023-09-22T16:02:47Z,Wo sab to thik h pr kaka ke dost ki kyu leli😂
NBdiaries,1,2023-09-22T16:02:43Z,Pajiii... man. ...realman....
Preet Gosal,1,2023-09-22T16:01:56Z,Sirra ਬੰਬ ਅੱਤ ਪਰ ਬਾਈ ਚੰਗਾ ਲਗਿਆ ਤੂੰ ਸਾਰੀ ਗੱਲ ਪੰਜਾਬੀ ਚ ਕਰੀ 🎉🎉
pankaj gill,0,2023-09-22T16:01:49Z,❤
ParMeetiRex,0,2023-09-22T16:01:40Z,बग्गे बग्गे बैल रखणे रन रखनी कबूतर वरगी
Manpreet Singh,38,2023-09-22T16:01:29Z,Punjabi proud to be punjabi bro❤❤❤
punjab ale,1,2023-09-22T16:01:21Z,Ene vade manch te Punjab da nam kharab krn gya c... ha ha gal aa koi.
Dharam Singh,0,2023-09-22T16:00:52Z,Kaka heera bnda... Sourabh paji  tusi ta great hoon
Rocky Sharma,0,2023-09-22T16:00:17Z,Kaka bhai kaint hai yrr😊😊
Sandeep Kt,1,2023-09-22T16:00:16Z,ਦਿਲ❤ ਖੁਸ਼ ਕਰਤਾ ਯਾਰ😂😂😂😂
PrO mAlaNg,0,2023-09-22T15:57:40Z,Love you bhaa Punjabi ch interview den lai. ਜੀਉਂਦਾ ਰਹ ਜਿਨਾ ਚਿਰ ਤੇਰਾ ਦਿਲ ਕਰਦਾ 🤪
Ed,570,2023-09-22T15:57:35Z,"No auto tune needed, he is just pure talent."
Parneet Singh,0,2023-09-22T15:57:17Z,Sada pin Balsuan near Chandumajra
Nishant Singh,0,2023-09-22T15:56:48Z,Koi inhe samjhao ye hindi channel hai n audience bhi hindi hai
Parneet Singh,0,2023-09-22T15:56:34Z,Mera padosi ae kaka
MukkU's MiC,0,2023-09-22T15:55:59Z,t shirt pe itachi uchiha h
ALI MEHDI RAZA,0,2023-09-22T15:55:45Z,GURU Tabiyat to thik hai aap ki din pa din kamzoor nazar aa rahy ho ???? &quot;KHARIAT&quot;
AMMY,0,2023-09-22T15:55:44Z,Kaka is best
ajaz ali,3,2023-09-22T15:55:37Z,He deserves a better introduction bro
Yogesh sharma,0,2023-09-22T15:54:00Z,Great show 👍
kanika atwal,0,2023-09-22T15:53:58Z,Bhaisaab Ankit biyanpuriya ko bhi le aao please 🙏🏻❤️
Dharam Singh,0,2023-09-22T15:52:59Z,❤kaka pure man
m.solution with sky,0,2023-09-22T15:51:54Z,I love kaka song ❤❤❤
Motion Mango,0,2023-09-22T15:51:33Z,kaka bai Agg niri
kamaldeep singh,1,2023-09-22T15:51:28Z,aaj lallan top ne proove kar diya ki yeh aam aadmi ka platform he...
inder rao,0,2023-09-22T15:50:59Z,Kaka singer k sath insaan bhi accha hai ❤❤❤❤
gio creation,0,2023-09-22T15:49:50Z,आज पता चला बहुत अच्छा इंसान  होने के साथ काका बहुत अच्छा लेखक है
Akramul Hoque,25,2023-09-22T15:49:44Z,Bro his thoughts and Humour is epic❤❤❤
Aman G Patidar,0,2023-09-22T15:48:49Z,भाई साहब ने closing वाक़ई में बेहतरीन दी .👌🙂
Mahesh,0,2023-09-22T15:48:44Z,Super interview 😂
jasbir singh,0,2023-09-22T15:48:35Z,I love u so Mach Kaka brother ❤️👍👍
Arpit Singh,0,2023-09-22T15:47:52Z,Aaj bili maar do😂😂😂
amit,0,2023-09-22T15:47:44Z,Luv you kakaji
Ranjit Singh,0,2023-09-22T15:47:34Z,Bagge bille mean gore ladke wo ladki ko bol rha k billo bagge billeya da ki kregi mean gore ladko ka kya kregi
SHUAIB KHAN,0,2023-09-22T15:47:29Z,@Saurabh bhai sab baat theek hai but har interview me ye mike kyu kam pad jaate hain?
Sk S.k,0,2023-09-22T15:47:11Z,❤❤❤❤❤❤
# avitendra Sengar,0,2023-09-22T15:45:21Z,Kaka real man &amp; good answer ❤❤❤
ajaz ali,140,2023-09-22T15:44:38Z,His voice is soo good without autotune ❤
Navpreet singh,2,2023-09-22T15:41:25Z,Panjabi ch e interview dita astad🙌🙌🙌
Karan Kumar,0,2023-09-22T15:40:54Z,Hope someone will drop the exact time when he explains the meaning &#39;billo bagge&#39; line as we don&#39;t have the capacity to watch the full video😂😂😂...
Sagar Dahiya,0,2023-09-22T15:39:46Z,Closing daiyelogs best
Ayush Patel,1,2023-09-22T15:38:37Z,Please Satinder sartaaz Jo or Babbu Maan ji ka interview lijiye please
Virat Anand,1,2023-09-22T15:36:17Z,Support these singers rather than pro khalistani sungers
N@nd_vlogs,0,2023-09-22T15:34:46Z,LT thankyou ❤ Kaka ke liye
Jwala Dubey,0,2023-09-22T15:34:33Z,"Bhai caption laga dete, Punjabi aati toh dekhne aate?"
Punjab Hub,10,2023-09-22T15:34:30Z,ਹੋਰ ਗੱਲਾਂ ਛੱਡੋ ਕਾਕੇ ਬਾਈ ਨੇ ਸਾਰੀ interview ਚ ਪੰਜਾਬੀ ਚ ਹੀ ਗੱਲ ਕੀਤੀ ਆ
Cute Sristi ,3,2023-09-22T15:34:22Z,1 like for Kaka ❤
Babli Kaur,0,2023-09-22T15:33:56Z,Mai to kake ko dekh k aayi aa
_$ikander__ chhimpa,0,2023-09-22T15:33:26Z,Banda kafi samjhdaar h
Arashpreet Kaur,0,2023-09-22T15:32:05Z,Appreciate to lallantop
Amrit 1998,6,2023-09-22T15:30:44Z,I love his song now i love him ........kaka is pure love❤ ..love from bihar
Suraj Khan,0,2023-09-22T15:30:42Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=5m28s"">5:28</a>  woh cartoon character nhi hai"
N@nd_vlogs,0,2023-09-22T15:30:00Z,आइये काका भिलाई छत्तीसगढ़ ❤काका
Youtuber Shyam,1,2023-09-22T15:29:57Z,मेरी यही शिकायत है की ये इंटरव्यू छोटा क्यों है<br>और क्या हम हम काका जी को lallantop स्टूडियो में लंबे इंटरव्यू जो 2 से 3 घंटे के होते हैं उसमे देख पाएंगे 🙏🙏🙏
Yara Sciencewala,0,2023-09-22T15:29:55Z,samajshastri kakaji 😅😅
Adarsh Pratap Singh Chauhan,0,2023-09-22T15:29:32Z,Kaka ❤❤❤❤
Sachin Wadhwa,0,2023-09-22T15:28:52Z,Ye to hardik se bhi jyada kaala hai😂😂
Sanaya Singh,1,2023-09-22T15:27:55Z,"We love your songs....as well as you  too have a great personality...... we like you as a person too.... because you are real in yourself ❤️❤️,......no fake attitude ❤️❤️"
Lalli Dhillon,0,2023-09-22T15:26:19Z,Gud
Sandeep Vlogs,0,2023-09-22T15:25:19Z,Kake Bai sirra ho geya aaj ta
Rl.bhadana,0,2023-09-22T15:25:09Z,Great Singer 😊😊😊😊
Bolo na guy's,0,2023-09-22T15:25:04Z,Ab iss interview ke baad Mai kaka ka kuch gana sunuga
अनीता खासा,0,2023-09-22T15:24:21Z,😂😂😂😂😂
kuldeep singh,1,2023-09-22T15:24:14Z,I want teet saurabh sir
Ankit Kumar,0,2023-09-22T15:24:07Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=18m56s"">18:56</a> thanku veer 🥰😌💖🔥🔥"
gurbir sandhu,0,2023-09-22T15:23:36Z,Closing was great ..
harjeetful,6,2023-09-22T15:22:03Z,ਪੰਜਾਬੀ ਚ ਇੰਟਰਵਿਊ ਸੁਣ ਕੇ ਨਜ਼ਾਰਾ ਆ ਗਿਆ
Kiran,0,2023-09-22T15:21:45Z,❤❤❤❤
Aujla Edits,0,2023-09-22T15:21:43Z,❤❤
Balkaran Singh,0,2023-09-22T15:21:24Z,Es liye muje samjo or meri kadar kro kyoki pagal loko me apke liye hi to bollu ga ese log hai agr inko kisi v sarkari karamchari ke pass koi b kam krana ho to inko phle se fikr ho jati hai k me kese bollu ga vo to sarkari banda hai are sarkari bnda hi to hai koi sarkar nai hai
Aman,0,2023-09-22T15:20:57Z,Bagga - white <br>Bille - billi ke bchhe<br>Billo - girl
cult DilipP,2,2023-09-22T15:20:18Z,Kaka&#39;s voice❤
Aryan Bajaj,196,2023-09-22T15:19:37Z,"He won my heart when he said that his most famous song is overrated, and it really takes a lot of guts to say that, too, on social media. Hats off to the real artist.❤"
Balkaran Singh,0,2023-09-22T15:18:55Z,Muje bolna bhot acha lgta hai or ek topic pr pura din bat kr skta hu mtlv ek bat pr koi kitna boll skta hai jada se jada 2ghnte pr me usko es hisab se bna lunga k pura din usi pr bat hoti rhy gi
Gaurav yadav,0,2023-09-22T15:17:47Z,FINALLY LALLANTOP ❤ KUCH LALLANTOP LAAYE KAKA❤❤
Balkaran Singh,0,2023-09-22T15:17:13Z,Are lalantop wale bhaiya me ek week apke sath rahna chahta hu mere pass kuj nai or meri age 23hai or itne tym me bs mene bolna sikha hai mtlv me samjta hu k mere andr bolne ka takda hunar hai pr hmare smaj me jada bolne wale ko j kah k ansunna kr dete hai k j to har tym bkai marta rahta logo ka dimag khata rahta hai...muje apne hunar logo ko btana hai duniya ke kisi v topic kitne v log ho kesa v mahool ho koi v bat ho agr muje nai v pta uska ans fr v me ache se sambal leta hu or samne wale ko dikhata hu k muje chej ka pta hai or us agle bnde ko ache se acha jwaw dekr rahta hu chahe uska muje kuj v na pta ho agr jken na ho to apki puri paltan swal push skti hai koi b kisi v desh ka kisi v insan ke bare me kisi v khel k bare me kisi b bimari ke bare me mtlv jo kuj es duniya me hai har chej ko me sambal leta hu or shamne wala jo sunna chahta use bhi suna k khtam krta hu or mene comt kiya thoda bhot to pta chala hoga apko k me bakwass krne me to moddi ji hu pr mere ass pass k log muje Nai samjte vo kahte hai k tera dimag thoda sa hilla hai es liye tu esi bat leke ata hai jo hmari samaj se door hai
Vimal Kumar,1,2023-09-22T15:16:39Z,My favourite 🤩
SUSHIL KUMAR,0,2023-09-22T15:16:18Z,बहुत ही मजेदार इंसान हैं ये 😂😂😂
Arashpreet Kaur,0,2023-09-22T15:15:18Z,😂😂😂😂
Behind the Eye,0,2023-09-22T15:15:11Z,Now I&#39;m going to listen KEH len de and teeji sheetz😄😄
SHORT CIRCUIT,0,2023-09-22T15:14:59Z,बगे का मतलब सफेद होता है।
Vijay Gokhale,1,2023-09-22T15:13:54Z,Piche koi red dress wali ldki pr bhi focus kr do yaar ❤❤
Jiya,49,2023-09-22T15:12:47Z,Smiled throughout the interview ❤ rare one so honest and raw ❤
rahul gautam,80,2023-09-22T15:12:01Z,The real voice....the real singer....the real artist<br>I love this man yaar 😍💕❤
Puneet Kumar,0,2023-09-22T15:11:52Z,Good
भागवत कथा संग्रह,0,2023-09-22T15:11:46Z,Kaka fan like here
electrogagan,0,2023-09-22T15:11:11Z,"team lallantop ! kamaal kar ti.. waht a team, what soulful people .. amazing !"
sher,0,2023-09-22T15:10:46Z,Itachi uchia❤❤❤❤
Deep Sk,0,2023-09-22T15:09:38Z,Ye gola chodna pde ga ji ya ab mhare rhne layak nhi rha ji 😂😂😂😅
VIRK ਵਿਰਕ,0,2023-09-22T15:08:33Z,ਕਾਕਾ ਕਾਕਾ ਘੈਂਟ ਬੰਦਾ
Subodh Kumar,0,2023-09-22T15:08:31Z,Love you kaka
Devendra Singh,0,2023-09-22T15:07:27Z,😂wax nhi karwayi😂😂
tk,0,2023-09-22T15:07:02Z,I only focus sonali❤❤❤
scientific approach,1,2023-09-22T15:06:51Z,Lallantop kaka को एवे ही ले रहा  but kaka iz pure man❤❤❤
voice,0,2023-09-22T15:06:44Z,Oooooo ooo
cgl Student 📚,1,2023-09-22T15:06:16Z,Yo Yo honey singh को बुलाओ न सर उनका इंटरव्यू लो......वो 2g के टाइम्स में सिस्टम हिला दिये थे.....❤❤❤❤
Ravinder Jhally,0,2023-09-22T15:04:37Z,Kaka shaa gaya 22
Sankalp Shukla,0,2023-09-22T15:04:21Z,Kaka was awesome😂
Vaibhav Khonde,0,2023-09-22T15:03:39Z,Anime is not cartoon 😪😪
Go Trick,0,2023-09-22T15:02:17Z,bhilai 😀
NikhiL DhayaL,1,2023-09-22T15:02:06Z,LALLANTOP IS TRUE PLATFORM WHO DOES NOT CUT ANY FOOTAGE FOR VIEWS ❤
Mukesh Kumar,0,2023-09-22T15:01:51Z,Add Hindi subtitles plz
BABA TILLU,0,2023-09-22T15:00:33Z,India wants singer like kaka not shubh
Go Trick,0,2023-09-22T14:59:26Z,cameraman sonal ko focus kro
BLACKBULL Official,0,2023-09-22T14:56:57Z,The Lallan TOP super hit hai aap ka <br>Style hard work great work 👏 ❤❤❤❤❤❤❤I am BLACKBULL Rapper singer songwriter CG india 🇮🇳 ♥
harmeet mall,0,2023-09-22T14:56:30Z,Sare nlykkk bharti kitay ny
MOHIT JAIN,0,2023-09-22T14:56:13Z,Ye to sodh hone lag gaya
Gauravrdx0008,0,2023-09-22T14:55:53Z,Siaana bnda😂😂😂🤣🤣🤣🤣🤣🏓👌👌👌👌
Quick Knowledge Videos,4,2023-09-22T14:55:45Z,punjabi language is very beautiful ❤❤❤❤❤❤
Quick Knowledge Videos,30,2023-09-22T14:55:34Z,punjabi language is very beautiful ❤❤❤❤❤❤
Gur Sandhu,1,2023-09-22T14:53:13Z,Ghaint Banda ❤
Srishti Gupta,0,2023-09-22T14:53:09Z,Main keval kaka ka punjabi song sunti hu my favorite singer
Raj exe,0,2023-09-22T14:52:36Z,Closing👌
Neeraj Gurjar1992,0,2023-09-22T14:51:43Z,Kaka . superb.amazing thoughts 😅
Mohd. Moazzam,1,2023-09-22T14:47:16Z,Ye kaunsi bhasha hai 🤔<br>Ohh Punjabi
cult DilipP,0,2023-09-22T14:46:12Z,❤❤❤
Ansari wood work,0,2023-09-22T14:45:41Z,अब तक का सबसे भारी एप्सोड रहा 😂😂😂😂
Ashutosh yadav,0,2023-09-22T14:45:34Z,Please take khesari lal yadav interview
scientific approach,13,2023-09-22T14:43:13Z,"Great bnda , singer ❤❤❤"
sunil awasthi,1,2023-09-22T14:43:03Z,Thodi awaj tej hoti to or maja aata
vishwjeet mishra,0,2023-09-22T14:41:45Z,Kaka is my favourite singer.
Gauravrdx0008,0,2023-09-22T14:41:38Z,Kavi kahna kya chahta hai👌👌👌
Active Ali,0,2023-09-22T14:41:09Z,Sir  Rampur wali 🍵 ☕️ 🫖  hogi ye to ke Tea arhi he 😊😊😊😊😊❤❤❤❤🎉🎉🎉🎉
Gauravrdx0008,0,2023-09-22T14:40:29Z,😂😂😂😂
Subrata Das,0,2023-09-22T14:40:19Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=5m13s"">5:13</a> paji woh koi billo nahi hai woh Itachi hai... God of Genjutsu"
papa,1,2023-09-22T14:39:47Z,Simple and best kaka sada punjab to star a peg nal interview dekh rea aa
arvind rajput,0,2023-09-22T14:39:45Z,Last wali taliya kis k liye thi Deepak k   liya ki kaka k liy
electrogagan,0,2023-09-22T14:39:23Z,damn ! what a rare clarity of thought !! amazing
Ravi Brar,3,2023-09-22T14:38:01Z,Sade panjaab de veer jeonde rho hor trakiya dwe rabb ❤
Navneet Sarsar,0,2023-09-22T14:37:47Z,2 minutes silence for Itachi Uchiha...
Golu kumar,0,2023-09-22T14:35:29Z,Engineer vibes...😂😂😂😂
KARANAUJLA UPDATE,0,2023-09-22T14:33:46Z,Punjabi on top kakaji sirra banda ⛳️🐐❤️
AMOL SINGH,0,2023-09-22T14:33:46Z,moral of the story agr aapko koi ek baar bura lag jaye to uski har baat buri lagti hai...<br>2015 ke tweets 2022 se sampadak ji ke prati opinion hi badal diya.<br>Neutrality ki saari baatein fake lagne lagi hai.<br>Baki netanagri me chihorapan Rajdeep ji ke prati to jag jahir hai hi....<br>baki troll bol lo ya genuine subscriber koi farak nahi padta
ALL IS WELL,0,2023-09-22T14:33:19Z,Kaka g good punjabi singer
Pinder Rana,2,2023-09-22T14:31:24Z,Soo much love and respect from Punjab 🤟 pb 12 aly 🗣️👤👥❤
Rakesh kumar,0,2023-09-22T14:31:22Z,Nase wali bat ke bad frame chang huaa hai ✂️ cutt huaa hai kush 😂
mixed vdo,0,2023-09-22T14:30:40Z,Super singer...
Gori Shankar,1,2023-09-22T14:29:56Z,Super h bhai ❤kaka
EVERYTHING ON,1,2023-09-22T14:29:15Z,Wah kake full punjabi
Shashank Singh,0,2023-09-22T14:29:07Z,If possible add subtitles please.
sawai dan,5,2023-09-22T14:28:55Z,"<a href=""https://www.youtube.com/watch?v=E37qXV08ef0&amp;t=22m46s"">22:46</a> he said it right about lawrance"
